Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 20,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 21,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 22,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 23,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 24,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 25,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 26,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6ed31c37,504
.,org.java_websocket.protocols,ProtocolTest,testConstructor,Empty catch clause,The method has an empty catch block.,38
.,org.java_websocket.server,WebSocketServer,WebSocketServer,Complex Conditional,The conditional expression address == null || decodercount < 1 || connectionscontainer == null is complex.,184
.,org.java_websocket.server,WebSocketServer,run,Complex Method,Cyclomatic complexity of the method is 11,363
.,org.java_websocket.server,WebSocketServer,run,Empty catch clause,The method has an empty catch block.,363
.,org.java_websocket.server,WebSocketServer,run,Magic Number,The method contains a magic number: 5,363
.,org.java_websocket.server,WebSocketServer,run,Magic Number,The method contains a magic number: 5,363
.,org.java_websocket.server,WebSocketServer,allocateBuffers,Magic Number,The method contains a magic number: 2,628
.,org.java_websocket.server,WebSocketServer,handleIOException,Empty catch clause,The method has an empty catch block.,664
.,org.java_websocket.server,WebSocketServer,doBroadcast,Empty catch clause,The method has an empty catch block.,995
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,28
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,28
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,28
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testCreateWebSocket,Long Statement,The length of the statement "CustomSSLWebSocketServerFactory webSocketServerFactory=new CustomSSLWebSocketServerFactory(SSLContext.getDefault()`null`null);" is 126.,78
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testCreateWebSocket,Long Statement,The length of the statement "webSocketImpl=webSocketServerFactory.createWebSocket(webSocketAdapter`Collections.<Draft>singletonList(new Draft_6455()));" is 122.,78
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testWrapChannel,Empty catch clause,The method has an empty catch block.,91
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testWrapChannel,Empty catch clause,The method has an empty catch block.,91
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testWrapChannel,Long Statement,The length of the statement "CustomSSLWebSocketServerFactory webSocketServerFactory=new CustomSSLWebSocketServerFactory(SSLContext.getDefault()`null`null);" is 126.,91
.,org.java_websocket.server,CustomSSLWebSocketServerFactoryTest,testWrapChannel,Long Statement,The length of the statement "webSocketServerFactory=new CustomSSLWebSocketServerFactory(SSLContext.getDefault()`new String[]{"TLSv1.2"}`new String[]{"TLS_RSA_WITH_AES_128_CBC_SHA"`"TLS_RSA_WITH_AES_256_CBC_SHA"});" is 184.,91
.,org.java_websocket.server,DefaultSSLWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,26
.,org.java_websocket.server,DefaultSSLWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,26
.,org.java_websocket.server,DefaultSSLWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,26
.,org.java_websocket.server,DefaultSSLWebSocketServerFactoryTest,testCreateWebSocket,Long Statement,The length of the statement "webSocketImpl=webSocketServerFactory.createWebSocket(webSocketAdapter`Collections.<Draft>singletonList(new Draft_6455()));" is 122.,58
.,org.java_websocket.server,DefaultSSLWebSocketServerFactoryTest,testWrapChannel,Empty catch clause,The method has an empty catch block.,71
.,org.java_websocket.server,DefaultWebSocketServerFactoryTest,testCreateWebSocket,Long Statement,The length of the statement "webSocketImpl=webSocketServerFactory.createWebSocket(webSocketAdapter`Collections.<Draft>singletonList(new Draft_6455()));" is 122.,21
.,org.java_websocket.server,SSLParametersWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,27
.,org.java_websocket.server,SSLParametersWebSocketServerFactoryTest,testConstructor,Empty catch clause,The method has an empty catch block.,27
.,org.java_websocket.server,SSLParametersWebSocketServerFactoryTest,testCreateWebSocket,Long Statement,The length of the statement "SSLParametersWebSocketServerFactory webSocketServerFactory=new SSLParametersWebSocketServerFactory(SSLContext.getDefault()`new SSLParameters());" is 144.,53
.,org.java_websocket.server,SSLParametersWebSocketServerFactoryTest,testCreateWebSocket,Long Statement,The length of the statement "webSocketImpl=webSocketServerFactory.createWebSocket(webSocketAdapter`Collections.<Draft>singletonList(new Draft_6455()));" is 122.,53
.,org.java_websocket.server,SSLParametersWebSocketServerFactoryTest,testWrapChannel,Empty catch clause,The method has an empty catch block.,66
.,org.java_websocket.server,SSLParametersWebSocketServerFactoryTest,testWrapChannel,Long Statement,The length of the statement "SSLParametersWebSocketServerFactory webSocketServerFactory=new SSLParametersWebSocketServerFactory(SSLContext.getDefault()`new SSLParameters());" is 144.,66
.,org.java_websocket.server,WebSocketServerTest,testConstructor,Empty catch clause,The method has an empty catch block.,50
.,org.java_websocket.server,WebSocketServerTest,testConstructor,Empty catch clause,The method has an empty catch block.,50
.,org.java_websocket.server,WebSocketServerTest,testConstructor,Empty catch clause,The method has an empty catch block.,50
.,org.java_websocket.server,WebSocketServerTest,testConstructor,Empty catch clause,The method has an empty catch block.,50
.,org.java_websocket.server,WebSocketServerTest,testConstructor,Empty catch clause,The method has an empty catch block.,50
.,org.java_websocket.server,WebSocketServerTest,testConstructor,Empty catch clause,The method has an empty catch block.,50
.,org.java_websocket.server,WebSocketServerTest,testConstructor,Magic Number,The method contains a magic number: 1337,50
.,org.java_websocket.server,WebSocketServerTest,testGetDrafts,Magic Number,The method contains a magic number: 1337,121
.,org.java_websocket.server,WebSocketServerTest,testMaxPendingConnections,Magic Number,The method contains a magic number: 1337,145
.,org.java_websocket.server,WebSocketServerTest,testMaxPendingConnections,Magic Number,The method contains a magic number: 10,145
.,org.java_websocket.server,WebSocketServerTest,testMaxPendingConnections,Magic Number,The method contains a magic number: 10,145
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Empty catch clause,The method has an empty catch block.,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Empty catch clause,The method has an empty catch block.,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Empty catch clause,The method has an empty catch block.,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Empty catch clause,The method has an empty catch block.,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Empty catch clause,The method has an empty catch block.,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Empty catch clause,The method has an empty catch block.,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Magic Number,The method contains a magic number: 1337,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Magic Number,The method contains a magic number: 0xD0,153
.,org.java_websocket.server,WebSocketServerTest,testBroadcast,Magic Number,The method contains a magic number: 0xD0,153
.,org.java_websocket.util,Base64,encode3to4,Long Parameter List,The method has 6 parameters. ,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 24,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 8,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 24,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 16,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 2,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 2,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 24,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 24,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 3,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 18,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 12,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 0x3f,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 2,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 6,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 0x3f,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 3,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 0x3f,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 2,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 18,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 12,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 0x3f,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 2,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 6,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 0x3f,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 3,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 18,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 12,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 0x3f,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 2,496
.,org.java_websocket.util,Base64,encode3to4,Magic Number,The method contains a magic number: 3,496
.,org.java_websocket.util,Base64,encode3to4,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@4ad9dfc7,496
.,org.java_websocket.util,Base64,encodeBytesToBytes,Complex Method,Cyclomatic complexity of the method is 14,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Empty catch clause,The method has an empty catch block.,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Empty catch clause,The method has an empty catch block.,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Empty catch clause,The method has an empty catch block.,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Cannot have offset of %d and length of %d with array of length %d"`off`len`source.length));" is 141.,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 3,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 4,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 3,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 4,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 2,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 3,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 4,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 3,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 4,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 4,631
.,org.java_websocket.util,Base64,encodeBytesToBytes,Magic Number,The method contains a magic number: 4,631
.,org.java_websocket.util,Base64,decode4to3,Long Parameter List,The method has 5 parameters. ,779
.,org.java_websocket.util,Base64,decode4to3,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Source array with length %d cannot have offset of %d and still process four bytes."`source.length`srcOffset));" is 160.,779
.,org.java_websocket.util,Base64,decode4to3,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Destination array with length %d cannot have offset of %d and still store three bytes."`destination.length`destOffset));" is 170.,779
.,org.java_websocket.util,Base64,decode4to3,Long Statement,The length of the statement "int outBuff=((DECODABET[source[srcOffset]] & 0xFF) << 18) | ((DECODABET[source[srcOffset + 1]] & 0xFF) << 12) | ((DECODABET[source[srcOffset + 2]] & 0xFF) << 6);" is 161.,779
.,org.java_websocket.util,Base64,decode4to3,Long Statement,The length of the statement "int outBuff=((DECODABET[source[srcOffset]] & 0xFF) << 18) | ((DECODABET[source[srcOffset + 1]] & 0xFF) << 12) | ((DECODABET[source[srcOffset + 2]] & 0xFF) << 6)| ((DECODABET[source[srcOffset + 3]] & 0xFF));" is 206.,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 3,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 2,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 2,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 18,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 12,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 16,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 3,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 18,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 12,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 2,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 6,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 16,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 8,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 2,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 18,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 12,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 2,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 6,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 3,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 0xFF,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 16,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 8,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 2,779
.,org.java_websocket.util,Base64,decode4to3,Magic Number,The method contains a magic number: 3,779
.,org.java_websocket.util,Charsetfunctions,isValidUTF8,Magic Number,The method contains a magic number: 256,119
.,org.java_websocket.util,Charsetfunctions,isValidUTF8,Magic Number,The method contains a magic number: 4,119
.,org.java_websocket.util,Charsetfunctions,isValidUTF8,Magic Number,The method contains a magic number: 0xff,119
.,org.java_websocket.util,Base64Test,testEncodeBytes,Long Statement,The length of the statement "assertGzipEncodedBytes("H4sIAAAAAAAA"`"MEALfv3IMBAAAA"`Base64.encodeBytes(new byte[]{49`121`64`113`-63`43`-24`62`4`48}`0`1`6));" is 127.,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Long Statement,The length of the statement "assertGzipEncodedBytes("H4sIAAAAAAAA"`"MoBABQHKKWAgAAAA=="`Base64.encodeBytes(new byte[]{49`121`64`113`-63`43`-24`62`4`48}`2`2`18));" is 132.,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Long Statement,The length of the statement "assertGzipEncodedBytes("6sg7--------"`"Bc0-0F699L-V----=="`Base64.encodeBytes(new byte[]{49`121`64`113`63`43`-24`62`4`48}`2`2`34));" is 131.,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 63,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 24,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 63,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 24,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 6,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 63,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 24,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 18,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 24,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 32,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 24,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 2,39
.,org.java_websocket.util,Base64Test,testEncodeBytes,Magic Number,The method contains a magic number: 34,39
.,org.java_websocket.util,Base64Test,testEncodeBytes2,Magic Number,The method contains a magic number: 2,60
.,org.java_websocket.util,Base64Test,testEncodeBytes2,Magic Number,The method contains a magic number: 2,60
.,org.java_websocket.util,Base64Test,testEncodeBytes2,Magic Number,The method contains a magic number: 56,60
.,org.java_websocket.util,Base64Test,testEncodeBytes3,Magic Number,The method contains a magic number: 128,66
.,org.java_websocket.util,Base64Test,testEncodeBytes3,Magic Number,The method contains a magic number: 2064072977,66
.,org.java_websocket.util,Base64Test,testEncodeBytes3,Magic Number,The method contains a magic number: 2064007440,66
.,org.java_websocket.util,Base64Test,testEncodeBytes3,Magic Number,The method contains a magic number: 10,66
.,org.java_websocket.util,Base64Test,testEncodeBytes5,Magic Number,The method contains a magic number: 32766,79
.,org.java_websocket.util,Base64Test,testEncodeBytes5,Magic Number,The method contains a magic number: 8,79
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Long Statement,The length of the statement "Assert.assertArrayEquals(new byte[]{95`68`111`78`55`45`61`61}`Base64.encodeBytesToBytes(new byte[]{-108`-19`24`32}`0`4`32));" is 124.,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Long Statement,The length of the statement "Assert.assertArrayEquals(new byte[]{95`68`111`78`55`67`111`61}`Base64.encodeBytesToBytes(new byte[]{-108`-19`24`32`-35}`0`5`40));" is 129.,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Long Statement,The length of the statement "Assert.assertArrayEquals(new byte[]{95`68`111`78`55`67`111`61}`Base64.encodeBytesToBytes(new byte[]{-108`-19`24`32`-35}`0`5`32));" is 129.,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Long Statement,The length of the statement "Assert.assertArrayEquals(new byte[]{87`50`77`61}`Base64.encodeBytesToBytes(new byte[]{115`42`123`99`10`-33`75`30`91`99}`8`2`48));" is 129.,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Long Statement,The length of the statement "Assert.assertArrayEquals(new byte[]{87`50`77`61}`Base64.encodeBytesToBytes(new byte[]{115`42`123`99`10`-33`75`30`91`99}`8`2`56));" is 129.,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Long Statement,The length of the statement "Assert.assertArrayEquals(new byte[]{76`53`66`61}`Base64.encodeBytesToBytes(new byte[]{113`42`123`99`10`-33`75`30`88`99}`8`2`36));" is 129.,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Long Statement,The length of the statement "Assert.assertArrayEquals(new byte[]{87`71`77`61}`Base64.encodeBytesToBytes(new byte[]{113`42`123`99`10`-33`75`30`88`99}`8`2`4));" is 128.,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 108,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 19,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 4,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 32,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 108,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 19,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 35,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 5,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 40,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 108,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 19,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 35,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 5,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 32,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 33,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 8,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 2,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 48,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 33,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 8,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 2,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 56,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 33,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 8,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 2,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 36,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 33,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 8,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 2,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes1,Magic Number,The method contains a magic number: 4,85
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes2,Magic Number,The method contains a magic number: 8,103
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes2,Magic Number,The method contains a magic number: 6,103
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes2,Magic Number,The method contains a magic number: 26,103
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Long Statement,The length of the statement "byte[] src=new byte[]{113`42`123`99`10`-33`75`30`88`99`113`42`123`99`10`-33`75`31`88`99`113`42`123`99`10`-33`75`32`88`99`113`42`123`99`10`-33`75`33`88`99`113`42`123`99`10`-33`75`34`88`99`113`42`123`99`10`-33`75`35`88`99`55`60};" is 227.,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Long Statement,The length of the statement "byte[] excepted=new byte[]{99`83`112`55`89`119`114`102`83`120`53`89`89`51`69`113`101`50`77`75`51`48`115`102`87`71`78`120`75`110`116`106`67`116`57`76`73`70`104`106`99`83`112`55`89`119`114`102`83`121`70`89`89`51`69`113`101`50`77`75`51`48`115`105`87`71`78`120`75`110`116`106`67`116`57`76`10`73`49`104`106`78`122`119`61};" is 317.,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 33,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 33,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 33,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 33,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 33,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 33,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 62,109
.,org.java_websocket.util,Base64Test,testEncodeBytesToBytes3,Magic Number,The method contains a magic number: 8,109
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 2,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 2,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 3,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 3,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 4,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 4,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 5,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 5,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 6,73
.,org.java_websocket.util,ByteBufferUtilsTest,testTransferByteBufferSmallToBig,Magic Number,The method contains a magic number: 6,73
